11,`zscaler_proxy` action=blocked threatname=*exploit* | stats count min(_time) as firstTime max(_time) as lastTime  by user threatname src hostname fileclass filename url dest | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `zscaler_exploit_threat_blocked_filter`
12,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url IN (""*configWizard/keyUpload.jsp*"") by Web.http_user_agent, Web.status Web.http_method, Web.url, Web.url_length, Web.src, Web.dest, sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `exploit_public_facing_fortinet_fortinac_cve_2022_39952_filter`"
13,`zscaler_proxy` action=blocked threatname=*miner* | stats count min(_time) as firstTime max(_time) as lastTime by action deviceowner user urlcategory url src dest | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `zscaler_cryptominer_downloaded_threat_blocked_filter`
14,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.http_method IN (POST, GET) by Web.src Web.status Web.uri_path Web.dest Web.http_method Web.uri_query Web.http_user_agent | `drop_dm_object_name(""Web"")` | eval utf=if(like(lower(uri_query),""%:utf-8:http%""),2,0) | eval lookup = if(like(lower(uri_query), ""%url%"") OR like(lower(uri_query), ""%dns%"") OR like(lower(uri_query), ""%script%""),2,0) | eval other_lookups = if(like(lower(uri_query), ""%env%"") OR like(lower(uri_query), ""%file%"") OR like(lower(uri_query), ""%getRuntime%"") OR like(lower(uri_query), ""%java%"") OR like(lower(uri_query), ""%localhost%"") OR like(lower(uri_query), ""%properties%"") OR like(lower(uri_query), ""%resource%"") OR like(lower(uri_query), ""%sys%"") OR like(lower(uri_query), ""%xml%"") OR like(lower(uri_query), ""%base%""),1,0) | addtotals fieldname=Score utf lookup other_lookups | fields Score, src, dest, status, uri_query, uri_path, http_method, http_user_agent firstTime lastTime | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | where Score >= 3 | `exploit_public_facing_application_via_apache_commons_text_filter`"
15,"`zscaler_proxy` action=blocked threatname!=""None"" threatclass=Virus | stats count min(_time) as firstTime max(_time) as lastTime by action deviceowner user urlcategory url src dest | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `zscaler_virus_download_threat_blocked_filter`"
16,"| tstats  `security_content_summariesonly` count sum(Web.bytes_out) as sum_bytes_out values(Web.user) as user values(Web.app) as app values(Web.dest) as dest from datamodel=Web by _time span=2m Web.url Web.src sourcetype | search sum_bytes_out > 1070000000 | `drop_dm_object_name(""Web"")`| `high_volume_of_bytes_out_to_url_filter`"
17,| tstats `security_content_summariesonly` count from datamodel=Web.Web where web.url=*logoimagehandler.ashx*codes* OR Web.url=*logoimagehandler.ashx*clazz* OR Web.url=*logoimagehandler.ashx*method* OR Web.url=*logoimagehandler.ashx*args* by Web.src Web.dest Web.url Web.vendor_product Web.user Web.http_user_agent _time span=1s | `supernova_webshell_filter`
18,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where (Web.http_method=""GET"" OR Web.http_method=""HEAD"") AND (Web.url=""*/web-console/ServerInfo.jsp*"" OR Web.url=""*web-console*"" OR Web.url=""*jmx-console*"" OR Web.url = ""*invoker*"") by Web.http_method, Web.url, Web.src, Web.dest | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `detect_attackers_scanning_for_vulnerable_jboss_servers_filter`"
19,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where (Web.status=200) AND Web.http_method=POST by Web.src Web.status Web.uri_path Web.dest Web.http_method Web.uri_query Web.http_user_agent | `drop_dm_object_name(""Web"")` | eval is_autodiscover=if(like(lower(uri_path),""%autodiscover/autodiscover.json%""),1,0) | eval has_rps_cat=if(like(lower(uri_query),""%x-rps-cat=%""),1,0) | eval exchange_backend=if(like(lower(uri_query),""%/powershell/?%""),1,0) | eval mapi=if(like(uri_query,""%/mapi/%""),1,0) | eval suspicious_agent=if(match(lower(http_user_agent), ""python|urllib""),1,0) | addtotals fieldname=Score is_autodiscover, has_rps_cat, exchange_backend, mapi, suspicious_agent | where Score >= 3 | fields Score, src, dest, status, uri_query, uri_path, http_method, http_user_agent | `windows_exchange_autodiscover_ssrf_abuse_filter`"
20,"`crushftp` | rex field=_raw ""\\[HTTP:[^:]+:(?<user>[^:]+):(?<src_ip>[^\\]]+)\\]"" | rex field=_raw ""cmd:(?<process>[^\\*\\r\\n]+)"" | where isnotnull(process) AND (match(process, ""mesch\.exe"") OR match(process, ""b64exec"") OR match(process, ""fullinstall"") OR match(process, ""run"")) | stats count min(_time) as firstTime max(_time) as lastTime by src_ip, user, process | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `crushftp_authentication_bypass_exploitation_filter`"
21,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where
Web.url IN (""*/p/u/doAuthentication.do*"")
Web.http_method=""POST""
Web.status=200
by Web.http_user_agent, Web.status, Web.http_method,
   Web.url, Web.url_length, Web.src, Web.dest, sourcetype
| `drop_dm_object_name(""Web"")`
| `security_content_ctime(firstTime)`
| `security_content_ctime(lastTime)`
| `citrix_adc_and_gateway_citrixbleed_2_memory_disclosure_filter`"
22,"| tstats `security_content_summariesonly` values(Web.url) as urls min(_time) as firstTime from datamodel=Web by Web.src | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `brand_abuse_web` | `monitor_web_traffic_for_brand_abuse_filter`"
23,"| from datamodel Web.Web | eval jndi=if(match(_raw, ""(\{|%7B)[jJnNdDiI]{4}:""),4,0) | eval jndi_fastmatch=if(match(_raw, ""[jJnNdDiI]{4}""),2,0) | eval jndi_proto=if(match(_raw,""(?i)jndi:(ldap[s]?|rmi|dns|nis|iiop|corba|nds|http|https):""),5,0) | eval all_match = if(match(_raw, ""(?i)(%(25){0,}20|\s)*(%(25){0,}24|\$)(%(25){0,}20|\s)*(%(25){0,}7B|{)(%(25){0,}20|\s)*(%(25){0,}(6A|4A)|J)(%(25){0,}(6E|4E)|N)(%(25){0,}(64|44)|D)(%(25){0,}(69|49)|I)(%(25){0,}20|\s)*(%(25){0,}3A|:)[\w\%]+(%(25){1,}3A|:)(%(25){1,}2F|\/)[^\n]+""),5,0) | eval env_var = if(match(_raw, ""env:"") OR match(_raw, ""env:AWS_ACCESS_KEY_ID"") OR match(_raw, ""env:AWS_SECRET_ACCESS_KEY""),5,0) | eval uridetect = if(match(_raw, ""(?i)Basic\/Command\/Base64|Basic\/ReverseShell|Basic\/TomcatMemshell|Basic\/JBossMemshell|Basic\/WebsphereMemshell|Basic\/SpringMemshell|Basic\/Command|Deserialization\/CommonsCollectionsK|Deserialization\/CommonsBeanutils|Deserialization\/Jre8u20\/TomcatMemshell|Deserialization\/CVE_2020_2555\/WeblogicMemshell|TomcatBypass|GroovyBypass|WebsphereBypass""),4,0) | eval keywords = if(match(_raw,""(?i)\$\{ctx\:loginId\}|\$\{map\:type\}|\$\{filename\}|\$\{date\:MM-dd-yyyy\}|\$\{docker\:containerId\}|\$\{docker\:containerName\}|\$\{docker\:imageName\}|\$\{env\:USER\}|\$\{event\:Marker\}|\$\{mdc\:UserId\}|\$\{java\:runtime\}|\$\{java\:vm\}|\$\{java\:os\}|\$\{jndi\:logging/context-name\}|\$\{hostName\}|\$\{docker\:containerId\}|\$\{k8s\:accountName\}|\$\{k8s\:clusterName\}|\$\{k8s\:containerId\}|\$\{k8s\:containerName\}|\$\{k8s\:host\}|\$\{k8s\:labels.app\}|\$\{k8s\:labels.podTemplateHash\}|\$\{k8s\:masterUrl\}|\$\{k8s\:namespaceId\}|\$\{k8s\:namespaceName\}|\$\{k8s\:podId\}|\$\{k8s\:podIp\}|\$\{k8s\:podName\}|\$\{k8s\:imageId\}|\$\{k8s\:imageName\}|\$\{log4j\:configLocation\}|\$\{log4j\:configParentLocation\}|\$\{spring\:spring.application.name\}|\$\{main\:myString\}|\$\{main\:0\}|\$\{main\:1\}|\$\{main\:2\}|\$\{main\:3\}|\$\{main\:4\}|\$\{main\:bar\}|\$\{name\}|\$\{marker\}|\$\{marker\:name\}|\$\{spring\:profiles.active[0]|\$\{sys\:logPath\}|\$\{web\:rootDir\}|\$\{sys\:user.name\}""),4,0) | eval obf = if(match(_raw, ""(\$|%24)[^ /]*({|%7b)[^ /]*(j|%6a)[^ /]*(n|%6e)[^ /]*(d|%64)[^ /]*(i|%69)[^ /]*(:|%3a)[^ /]*(:|%3a)[^ /]*(/|%2f)""),5,0) | eval lookups = if(match(_raw, ""(?i)({|%7b)(main|sys|k8s|spring|lower|upper|env|date|sd)""),4,0)  | addtotals fieldname=Score, jndi, jndi_proto, env_var, uridetect, all_match, jndi_fastmatch, keywords, obf, lookups | where Score > 2 | stats values(Score) by  jndi, jndi_proto, env_var, uridetect, all_match, jndi_fastmatch, keywords, lookups, obf, dest, src, http_method, _raw | `hunting_for_log4shell_filter`"
24,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url IN (""*/webauth_operation.php?PHPRC=*"") Web.status=200 by Web.http_user_agent, Web.status Web.http_method, Web.url, Web.url_length, Web.src, Web.dest, sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `juniper_networks_remote_code_execution_exploit_detection_filter`"
25,"`crushftp` ""*User access not allowed.  Max simultaneous users from your IP*"" | rex field=_raw ""SESSION\\|\\d+\\/\\d+\\/\\d+ \\d+:\\d+:\\d+\\.\\d+\\|\\[HTTP:[^:]+:(?<user>[^:]+):(?<src_ip>[0-9\\.]+)\\]"" | stats count min(_time) as firstTime max(_time) as lastTime values(user) as user by src_ip | where count >= 3 | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `crushftp_max_simultaneous_users_from_ip_filter`"
26,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url IN (""/mifs/aad/api/v2/authorized/users?*"") Web.status=200 by Web.http_user_agent, Web.status Web.http_method, Web.url, Web.url_length, Web.src, Web.dest, sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `ivanti_epmm_remote_unauthenticated_api_access_cve_2023_35078_filter`"
27,`zscaler_proxy` action=blocked threatname=*adware* | stats count min(_time) as firstTime max(_time) as lastTime  by action deviceowner user urlcategory url src dest | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `zscaler_adware_activities_threat_blocked_filter`
28,"`stream_http` http_method=POST |eval archive_hdr1=substr(form_data,1,2) | eval archive_hdr2 = substr(form_data,1,4) |stats values(form_data) as http_request_body min(_time) as firstTime max(_time) as lastTime count by src_ip dest_ip http_method http_user_agent uri_path url bytes_in bytes_out archive_hdr1 archive_hdr2 |where count >20 AND (archive_hdr1 = ""7z"" OR archive_hdr1 = ""PK"" OR archive_hdr2=""Rar!"") | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `multiple_archive_files_http_post_traffic_filter`"
29,"| tstats count from datamodel=Web where Web.http_method IN (""GET"") Web.url=""*/catalog-portal/ui/oauth/verify?error=&deviceudid=*"" AND Web.url=""*freemarker.template.utility.Execute*"" by Web.http_user_agent Web.http_method, Web.url,Web.url_length Web.src, Web.dest sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `vmware_workspace_one_freemarker_server_side_template_injection_filter`"
30,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url=""*/api/v1/totp/user-backup-code/../../system/system-information*"" Web.http_method=GET Web.status=200 by Web.src, Web.dest, Web.http_user_agent, Web.url | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `ivanti_connect_secure_system_information_access_via_auth_bypass_filter`"
31,"| tstats count from datamodel=Web where Web.url IN (""/app?service=page/SetupCompleted"", ""/app"", ""/app?service=page/PrinterList"", ""/app?service=direct/1/PrinterList/selectPrinter&sp=*"", ""/app?service=direct/1/PrinterDetails/printerOptionsTab.tab"") NOT (src IN (""10.*.*.*"",""172.16.*.*"", ""192.168.*.*"", ""169.254.*.*"", ""127.*.*.*"", ""fc00::*"", ""fd00::*"", ""fe80::*"")) by Web.http_user_agent Web.http_method, Web.url,Web.url_length Web.src, Web.dest Web.dest_port sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `papercut_ng_remote_web_access_attempt_filter`"
32,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url IN (""*/oauth/idp/.well-known/openid-configuration*"")  Web.status=200 by Web.http_user_agent, Web.status Web.http_method, Web.url, Web.url_length, Web.src, Web.dest, sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `citrix_adc_and_gateway_unauthorized_data_disclosure_filter`"
33,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.http_method=GET AND Web.cookie=""*JSESSIONID=.*"" AND Web.status=500 by Web.src, Web.dest, Web.http_user_agent, Web.uri_path, Web.cookie, Web.status | `drop_dm_object_name(""Web"")` | where match(cookie, ""^JSESSIONID=\."") | rex field=cookie ""JSESSIONID=\.(?<cookie_path>[^;]+)"" | eval severity=""High"" | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `tomcat_session_deserialization_attempt_filter`"
34,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url IN (""*/mgmt/tm/auth/user/*"") Web.http_method=PATCH Web.status=200 by Web.http_user_agent, Web.status Web.http_method, Web.url, Web.url_length, Web.src, Web.dest, sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)`| `f5_tmui_authentication_bypass_filter`"
35,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url IN (""*${*"", ""*%2F%7B*"") (Web.url=""*org.apache.commons.io.IOUtils*"" Web.url=""*java.lang.Runtime@getRuntime().exec*"") OR (Web.url=""*java.lang.Runtime%40getRuntime%28%29.exec*"") OR (Web.url=""*getEngineByName*"" AND Web.url=""*nashorn*"" AND Web.url=""*ProcessBuilder*"") by Web.http_user_agent Web.http_method, Web.url,Web.url_length Web.src, Web.dest sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `confluence_unauthenticated_remote_code_execution_cve_2022_26134_filter`"
36,"| tstats count from datamodel=Web where Web.http_method IN (""GET"") Web.url IN (""*tomcatwar.jsp*"",""*poc.jsp*"",""*shell.jsp*"") by Web.http_user_agent Web.http_method, Web.url,Web.url_length Web.src, Web.dest sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `spring4shell_payload_url_request_filter`"
37,"`zscaler_proxy` urlsupercategory=""Job/Employment Search"" | stats count min(_time) as firstTime max(_time) as lastTime by action deviceowner user urlcategory url src dest | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `zscaler_employment_search_web_activity_filter`"
38,"`suricata` ((http.url=""*?jsp=*"" AND http.url=""*;.jsp*"") http.status=200 http_method=POST) OR (http.url IN (""*jsp=/app/rest/users;.jsp"",""*?jsp=/app/rest/users;.jsp"",""*?jsp=.*/app/rest/users/id:*/tokens;*"") http.status=200 http_method=POST ) | stats count min(_time) as firstTime max(_time) as lastTime by src, dest, http.http_user_agent, http.url, http.status,http_method | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)`| `jetbrains_teamcity_authentication_bypass_suricata_cve_2024_27198_filter`"
39,"`zscaler_proxy` url IN (""*.scr"", ""*.dll"", ""*.bat"", ""*.lnk"") | stats count min(_time) as firstTime max(_time) as lastTime by deviceowner user urlcategory url src filename dest | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `zscaler_potentially_abused_file_download_filter`"
40,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url IN (""/cf_scripts/scripts/ajax/ckeditor/*"") Web.status=200 by Web.http_user_agent, Web.status Web.http_method, Web.url, Web.url_length, Web.src, Web.dest, sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `adobe_coldfusion_unauthenticated_arbitrary_file_read_filter`"
41,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url IN (""*/SetupWizard.aspx/*"",""*/SetupWizard/"") Web.status=200 Web.http_method=POST by Web.src, Web.dest, Web.http_user_agent, Web.url, Web.status, Web.http_method, sourcetype, source | rex field=Web.url ""/SetupWizard.aspx/(?<randomPath>.+)"" | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `connectwise_screenconnect_authentication_bypass_filter`"
42,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url=""/documentum/upload.aspx?*"" AND Web.url IN (""*parentid=*"",""*filename=*"",""*uploadId=*"") AND Web.url IN (""*unzip=*"", ""*raw=*"") Web.http_method=POST by Web.http_user_agent, Web.status Web.http_method, Web.url, Web.url_length, Web.src, Web.dest, sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)`| `citrix_sharefile_exploitation_cve_2023_24489_filter`"
43,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url IN (""/mifs/asfV3/api/v2/*"") Web.status=200 by Web.http_user_agent, Web.status Web.http_method, Web.url, Web.url_length, Web.src, Web.dest, sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `ivanti_epmm_remote_unauthenticated_api_access_cve_2023_35082_filter`"
44,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url=""*/api/v1/configuration/users/user-roles/user-role/rest-userrole1/web/web-bookmarks/bookmark*"" Web.http_method=GET Web.status=403 by Web.src, Web.dest, Web.http_user_agent, Web.status, Web.url source | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `access_to_vulnerable_ivanti_connect_secure_bookmark_endpoint_filter`"
45,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url IN (""/AHT/AhtApiService.asmx/AuthUser"") Web.status=200 Web.http_method=POST by Web.http_user_agent, Web.status Web.http_method, Web.url, Web.url_length, Web.src, Web.dest, sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `ws_ftp_remote_code_execution_filter`"
46,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url IN (""*/api/v2/cmdb/system/admin*"")  Web.http_method IN (""GET"", ""PUT"") by Web.http_user_agent, Web.http_method, Web.url, Web.url_length, Web.src, Web.dest, sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `fortinet_appliance_auth_bypass_filter`"
47,"| tstats  `security_content_summariesonly` count from datamodel=Web where Web.http_user_agent=""*Java*"" Web.http_method=""GET"" Web.url=""*.class*"" by Web.http_user_agent Web.http_method, Web.url,Web.url_length Web.src, Web.dest | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `java_class_file_download_by_java_user_agent_filter`"
48,"| from datamodel Web.Web | regex _raw=""[jJnNdDiI]{4}(\:|\%3A|\/|\%2F)\w+(\:\/\/|\%3A\%2F\%2F)(\$\{.*?\}(\.)?)?"" | fillnull | stats count by action, category, dest, dest_port, http_content_type, http_method, http_referrer, http_user_agent, site, src, url, url_domain, user | `log4shell_jndi_payload_injection_attempt_filter`"
49,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url IN (""/mics/services/configservice/*"", ""/mics/services/*"",""/mics/services/MICSLogService*"") Web.status=200 by Web.http_user_agent, Web.status Web.http_method, Web.url, Web.url_length, Web.src, Web.dest, sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `ivanti_sentry_authentication_bypass_filter`"
50,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url IN (""//restplay*"", ""//CFIDE/restplay*"", ""//CFIDE/administrator*"", ""//CFIDE/adminapi*"", ""//CFIDE/main*"", ""//CFIDE/componentutils*"", ""//CFIDE/wizards*"", ""//CFIDE/servermanager*"",""/restplay*"", ""/CFIDE/restplay*"", ""/CFIDE/administrator*"", ""/CFIDE/adminapi*"", ""/CFIDE/main*"", ""/CFIDE/componentutils*"", ""/CFIDE/wizards*"", ""/CFIDE/servermanager*"") Web.status=200 by Web.http_user_agent, Web.status, Web.http_method, Web.url, Web.url_length, Web.src, Web.dest, sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `adobe_coldfusion_access_control_bypass_filter`"
51,"`zscaler_proxy` action=blocked threatname=""HTML.Phish*"" | stats count min(_time) as firstTime max(_time) as lastTime by action deviceowner user threatname url src dest | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `zscaler_phishing_activity_threat_blocked_filter`"
52,"`f5_bigip_rogue` | regex _raw=""(hsqldb;|.*\\.\\.;.*)"" | search `detect_f5_tmui_rce_cve_2020_5902_filter`"
53,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime values(Web.http_method) as http_method values(Web.http_user_agent) as http_user_agent values(Web.url) as url values(Web.user) as user from datamodel=Web where Web.url_domain!="""" by Web.src Web.url_domain | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | eval bucket_domain = lower(url_domain) | lookup decommissioned_buckets bucketName as bucket_domain OUTPUT bucketName as match | where isnotnull(match) | `detect_web_access_to_decommissioned_s3_bucket_filter`"
54,"| tstats count from datamodel=Web where Web.http_method IN (""POST"") Web.url=""*/functionRouter*"" by Web.http_user_agent Web.http_method, Web.url,Web.url_length Web.src, Web.dest Web.status sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `web_spring_cloud_function_functionrouter_filter`"
55,"| tstats count from datamodel=Web where Web.http_method IN (""GET"") Web.url IN (""*.jsp?cmd=*"",""*j&cmd=*"") by Web.http_user_agent Web.http_method, Web.url,Web.url_length Web.src, Web.dest sourcetype | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `web_jsp_request_via_url_filter`"
