name,response
Linux Deleting Critical Directory Using RM Command,"SEARCH process execution events from endpoint telemetry that include command-line details

| FILTER events where process_name equals ""rm""

| FILTER events where process_command_line contains the argument ""-rf"" (as a standalone flag or within a combined flag set)

| FILTER events where process_command_line includes a target path under any of: ""/boot"", ""/var/log"", ""/etc"", or ""/dev"" (e.g., paths starting with these directories)

| GROUP remaining events BY
  - action/outcome
  - host/device
  - process.original_file_name
  - parent.process.command_line
  - parent.process.executable_path
  - parent.process.guid
  - parent.process.id
  - parent.process.name
  - parent.process.path
  - process.command_line
  - process.executable_path
  - process.guid
  - process.hash
  - process.id
  - process.integrity_level
  - process.name
  - process.path
  - user.name
  - user.id
  - vendor_product

| COMPUTE for each group:
  - event_count = number of events in the group
  - first_seen_time = minimum event_time
  - last_seen_time = maximum event_time

| FORMAT first_seen_time and last_seen_time as human-readable timestamps

| APPLY environment-specific allowlist or suppression rules to exclude known benign rm operations (optional)

| OUTPUT one record per group including all group-by fields plus event_count, first_seen_time, and last_seen_time"
Windows System Reboot CommandLine,
Create Remote Thread In Shell Application,"SEARCH events from endpoint monitoring that record remote thread creation (for example, Sysmon CreateRemoteThread with EventID = 8) |
FILTER where TargetImage path matches any of:
- ends with ""\cmd.exe""
- contains ""\powershell"" (case-insensitive)
- ends with ""\pwsh.exe"" (case-insensitive) |
GROUP records by the following fields:
EventID, Guid, NewThreadId, ProcessID, SecurityID, SourceImage, SourceProcessGuid, SourceProcessId, StartAddress, StartFunction, StartModule, TargetImage, TargetProcessGuid, TargetProcessId, UserID, dest, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process_exec, process_guid, process_id, process_name, process_path, signature, signature_id, user_id, vendor_product |
COMPUTE count = number of records in each group |
DERIVE firstTime = earliest timestamp in each group; lastTime = latest timestamp in each group |
DERIVE firstTime_readable = human-readable representation of firstTime; lastTime_readable = human-readable representation of lastTime |
APPLY environment-specific suppression to exclude known benign or expected remote-thread activity based on fields such as SourceImage, TargetImage, StartModule, StartFunction, User, parent process metadata, digital signature, or device name |
OUTPUT count, firstTime, last"
Disable Windows Behavior Monitoring,
Spoolsv Writing a DLL,"SEARCH process execution events | FILTER process_name equals ""spoolsv.exe"" | SELECT fields: event_time, destination, process_guid, process_name, process_path, process_id, parent_process_name, parent_process_id, parent_process_path, user, user_id, integrity_level, action, original_file_name, process_hash

| SEARCH filesystem events (file creation/modification) | FILTER file_path contains ""\spool\drivers\x64\"" AND file_name ends with "".dll"" | SELECT fields: event_time, destination, process_guid, file_create_time, file"
Windows ESX Admins Group Creation Security Event,"SEARCH Windows Security Event Logs for events with EventCode in [4727, 4730, 4737] |
FILTER records where TargetUserName equals ""ESX Admins"" OR TargetUserName contains the substring ""ESX Admins"" |
PARSE fields needed: EventCode, TargetUserName, TargetDomainName, SubjectUserName, SubjectDomainName, Computer, event timestamp |
GROUP records BY EventCode, TargetUserName, TargetDomainName, SubjectUserName, SubjectDomainName, Computer AGGREGATE count = number of records, firstTime = earliest event timestamp, lastTime = latest event timestamp |
DERIVE EventCodeDescription = 
  if EventCode == 4727 then ""Security Enabled Global Group Created""
  else if EventCode == 4730 then ""Security Enabled Global Group Deleted""
  else if EventCode == 4737 then ""Security Enabled Global Group Modified"" |
DERIVE firstTimeReadable = format firstTime as human-readable datetime, lastTimeReadable = format lastTime as human-readable datetime |
APPLY optional environment-specific allowlist/suppression filters if available |
OUTPUT fields: EventCode, EventCodeDescription, TargetUserName, TargetDomainName, SubjectUserName, SubjectDomainName, Computer, count, firstTime, lastTime, firstTimeReadable, lastTimeReadable"
Outbound Network Connection from Java Using Default Ports,
Access LSASS Memory for Dump Creation,
Excessive Usage Of Cacls App,
Ntdsutil Export NTDS,"SEARCH endpoint process execution events from sources [Sysmon Event ID 1, Windows Security 4688, EDR process telemetry such as CrowdStrike ProcessRollup2] within the desired time range
| FILTER events where process_name equals ""ntdsutil.exe"" (case-insensitive)
| FILTER events where command_line contains ""ntds"" AND command_line contains ""create"" (case-insensitive)
| GROUP records by the following fields: action, device_hostname, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, command_line, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product
| COMPUTE event_count = count(), first_time = minimum(event_time), last_time = maximum(event_time)
| DERIVE first_time_readable = convert_timestamp_to_readable(first_time), last_time_readable = convert_timestamp_to_readable(last_time)
| APPLY environment-specific allowlists or benign-use filters for legitimate NTDS database maintenance, if defined
| OUTPUT the grouped fields along with event_count, first_time"
Windows Time Based Evasion,
Windows Impair Defense Delete Win Defender Profile Registry,"SEARCH registry modification events from endpoint telemetry (e.g., Windows registry auditing or Sysmon) |
PARSE fields: event_time, action, dest (endpoint/host), process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, log_source |
FILTER events where action equals ""deleted"" |
FILTER events where registry_path case-insensitively contains ""\Policies\Microsoft\Windows Defender"" |
GROUP records by action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, log_source |
COMPUTE count = number of events per group; first_time = minimum(event_time); last_time = maximum(event_time) |
FORMAT first_time and last_time as human-readable timestamps |
APPLY"
Windows Registry SIP Provider Modification,"SEARCH endpoint registry modification events (e.g., registry value set/write) from hosts

| FILTER records where registry_path matches any of:
  - *\SOFTWARE\Microsoft\Cryptography\Providers\*
  - *\SOFTWARE\Microsoft\Cryptography\OID\EncodingType*
  - *\SOFTWARE\WOW6432Node\Microsoft\Cryptography\Providers\*
  - *\SOFTWARE\WOW6432Node\Microsoft\Cryptography\OID\EncodingType*

| FILTER records where registry_value_name equals ""Dll"" OR equals ""$DLL""

| GROUP records BY:
  - action (e.g., set value/write)
  - host
  - process_guid
  - process_id
  - registry_hive
  - registry_path
  - registry_key_name
  - registry_value_name
  - registry_value_type
  - registry_value_data
  - user
  - vendor_product

| COMPUTE for each group:
  - event_count = number of"
AdsiSearcher Account Discovery,"SEARCH events FROM ""PowerShell Script Block Logging"" WHERE EventCode == 4104 | FILTER ScriptBlockText CONTAINS ""[adsisearcher]"" (case-insensitive) | FILTER ScriptBlockText CONTAINS ""objectcategory=user"" | FILTER ScriptBlockText CONTAINS "".findAll()"" | APPLY default empty string TO missing values in [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] | GROUP BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText COMPUTE event_count = COUNT(), first_seen = MIN(timestamp), last_seen = MAX(timestamp) | DERIVE first_seen_readable = CONVERT_TIMESTAMP(first_seen), last_seen_readable = CONVERT_TIMESTAMP(last_seen) | APPLY optional exclusion filters using maintained allowlists of known-benign scripts, processes, or paths | OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, event_count, first_seen, last_seen, first"
Windows Information Discovery Fsutil,
Windows Boot or Logon Autostart Execution In Startup Folder,"SEARCH endpoint file system activity events
| FILTER records where file_path contains ""\Microsoft\Windows\Start Menu\Programs\Startup\""
| GROUP BY action, dest, file_access_time, file_create_time, file_hash, file_modify_time, file_name, file_path, file_acl, file_size, process_guid, process_id, user, vendor_product
| COMPUTE count = number of records per group, firstTime = minimum event_time per group, lastTime = maximum event_time per group
| DERIVE firstTime_readable = convert_timestamp(firstTime), lastTime_readable = convert_timestamp(lastTime)
| APPLY environment-specific allowlist/suppression to remove known benign files or processes in this directory
| OUTPUT action, dest, file_access_time, file_create_time, file_hash, file_modify_time, file_name, file_path, file_acl, file_size, process_guid, process_id, user, vendor_product, count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Loading Of Dynwrapx Module,"SEARCH dataset containing Sysmon module-load events (Event ID 7) within the desired time range |
FILTER records where any of the following is true (case-insensitive): ImageLoaded contains the filename ""dynwrapx.dll""; OR original_file_name equals ""dynwrapx.dll""; OR product equals ""DynamicWrapperX"" |
DERIVE replacements for missing values in fields [Image, ImageLoaded, dest, loaded_file, loaded_file_path, original_file_name, process_exec, process_guid, process_hash, process_id, process_name, process_path, service_dll_signature_exists, service_dll_signature_verified, signature, signature_id, user_id, vendor_product] to ensure consistent grouping |
GROUP records BY Image, ImageLoaded, dest, loaded_file, loaded_file_path, original_file_name, process_exec, process_guid, process_hash, process_id, process_name, process_path, service_dll_signature_exists, service_dll_signature_verified, signature, signature_id, user_id, vendor_product |
COMPUTE event_count for each group, firstTime as the minimum event timestamp, and lastTime as the maximum event timestamp |
FORMAT firstTime and lastTime as human-readable timestamps |
APPLY environment-specific suppression rules to remove known benign or expected module loads (for example, based on process_path, signature verification status, vendor_product, or approved allowlists) |
OUTPUT the grouped fields along with event_count, firstTime, and lastTime"
Windows Process Writing File to World Writable Path,SEARCH endpoint file creation events from EDR/endpoint telemetry on
Linux Auditd Doas Tool Execution,"SEARCH events from the Linux Auditd Syscall data source
| FILTER events where event.type equals ""SYSCALL""
| FILTER events where process command name (comm) equals ""doas""
| PARSE fields required for analysis: host, comm, exe, syscall, uid, ppid, pid, success, event_time
| DERIVE dest = host
| GROUP BY comm, exe, syscall, uid, ppid, pid, success, dest AGGREGATE count as executions, minimum(event_time) as firstTime, maximum(event_time) as lastTime
| COMPUTE firstTime_readable = convert firstTime to human-readable time, lastTime_readable = convert lastTime to human-readable time
| APPLY optional allowlist/suppression to remove known benign doas executions
| OUTPUT dest, comm, exe, syscall, uid, ppid, pid, success, executions, firstTime, lastTime, firstTime_readable, lastTime_readable"
Detect Regsvcs with No Command Line Arguments,
Linux pkexec Privilege Escalation,"SEARCH process creation telemetry from Linux endpoints (e.g., EDR or audit-based process events)
| PARSE fields: timestamp, action, host, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process_command_line, process_exec, process_guid, process_hash, process_id"
Ping Sleep Batch Command,
Possible Browser Pass View Parameter,
Linux Auditd Service Restarted,"SEARCH Linux Auditd process execution events |
PARSE fields: timestamp, host, proctitle |
FILTER proctitle contains ""systemctl "" OR proctitle contains ""service "" |
FILTER proctitle contains any of [""restart"", ""reenable"", ""reload""] |
DERIVE dest = host |
GROUP BY proctitle, dest COMPUTE count = number of events, firstTime = earliest timestamp, lastTime = latest timestamp |
DERIVE firstTime_readable = convert firstTime to human-readable, lastTime_readable = convert lastTime to human-readable |
OUTPUT fields: proctitle, dest, count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Linux Auditd Preload Hijack Library Calls,"SEARCH Linux Auditd Execve process execution events that include fields: timestamp, host, execve_command, argc
| FILTER records where execve_command contains the substring ""LD_PRELOAD"" (case-insensitive)
| GROUP records by host, execve_command, argc
| COMPUTE for each group: total_count = number of records, firstTime = minimum timestamp, lastTime = maximum timestamp
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY environment-specific allowlists or suppression rules to reduce known benign uses
| OUTPUT host, execve_command, argc, total_count, firstTime, lastTime"
Windows Defender ASR Registry Modification,
Windows Delete or Modify System Firewall,
Windows File Download Via PowerShell,
Network Discovery Using Route Windows App,"SEARCH process creation events from endpoint and operating system telemetry sources (e.g., Sysmon EventID 1, Windows Security 4688, EDR process data)
| FILTER event_type equals ""process_creation""
| FILTER process_name equals ""route.exe"" (case-insensitive) OR original_file_name equals ""route.exe"" (case-insensitive)
| GROUP BY
  - action
  - host
  - original_file_name
  - parent_process_name
  - parent_process_path
  - parent_process_id
  - parent_process_guid
  - parent_process_executable
  - process_name
  - process_path
  - process_executable
  - process_id
  - process_guid
  - process_hash
  - process_integrity_level
  - user
  - user_id
  - vendor_product
| COMPUTE
  - total_events = COUNT()
  - first_time = MIN(event_time)
  - last_time = MAX(event_time)
| DERIVE first_time_readable = convert_timestamp_to_readable(first_time), last_time_readable = convert_timestamp_to_readable(last_time)
| APPLY allowlist exclusions for known benign cases (e.g., specific executable paths, parent processes, service accounts, or hosts)
| OUTPUT all grouped fields plus total_events, first_time, last_time, first_time_readable, last_time_readable"
Windows Deleted Registry By A Non Critical Process File Path,
MacOS AMOS Stealer - Virtual Machine Check Activity,
Linux Auditd Private Keys and Certificate Enumeration,"SEARCH events from Linux Auditd Execve data source
| PARSE fields: timestamp, host, argc, execve"
Linux Ruby Privilege Escalation,"SEARCH endpoint/EDR process creation events from Linux systems
| PARSE fields: timestamp, action, host/device, vendor_product, user_name, user_id, process_id, process_guid, process_name, process_path, process_executable, process_command_line, process_hash, process_integrity_level, original_file_name, parent_process_id, parent_process_guid, parent_process_name, parent_process_path, parent_process_executable, parent_process_command_line
| FILTER event_type equals ""process creation"" (or equivalent)
| FILTER operating"
Windows Multiple Accounts Disabled,"SEARCH Windows Security Event Logs WHERE EventCode == 4725 AND status == ""success""
| DERIVE time_bucket_start = floor(timestamp to 10-minute interval)
| GROUP BY time_bucket_start, EventCode, signature, src_user, SubjectDomainName, TargetDomainName, Logon_ID
| AGGREGATE count_events = COUNT(), distinct_user_count = COUNT_DISTINCT(user), user_list = COLLECT_DISTINCT(user), dest_list = COLLECT_DISTINCT(dest)
| FILTER distinct_user_count > 5
| OUTPUT time_bucket_start, EventCode, signature, src_user, SubjectDomainName, TargetDomainName, Logon_ID, count_events, distinct_user_count, user_list, dest_list"
Mshta spawning Rundll32 OR Regsvr32 Process,"SEARCH process creation telemetry from endpoint and OS logs (e.g., Sysmon ProcessCreate, Windows Security 4688, EDR process events) within the desired time window
| PARSE fields: timestamp, host, user, user_id, action, process_name, original_file_name, process_path, process_exec/command_line, process_id, process_guid, process_hash, process_integrity_level, parent_process_name, parent_process_path, parent_process_exec/command_line, parent_process_id, parent_process_guid, vendor_product
| FILTER events where action indicates a process start/creation
| FILTER events where parent_process_name equals ""mshta.exe"" (case-insensitive) OR parent_process_path ends with ""\mshta.exe"" (case-insensitive)
| FILTER events where (process_name equals ""rundll32.exe"" OR original_file_name equals ""rundll32.exe"" OR process_name equals ""regsvr32.exe"" OR original_file_name equals ""regsvr32.exe"")"
Windows Service Create with Tscon,
Detect Copy of ShadowCopy with Script Block Logging,
Reg exe Manipulating Windows Services Registry Keys,
Windows WinDBG Spawning AutoIt3,
Windows InstallUtil in Non Standard Path,
Detect Baron Samedit CVE-2021-3156 via OSQuery,"SEARCH process execution events collected by OSQuery
| PARSE each event to identify fields: timestamp, host, user, process_name, process_id, parent_process_name, parent_process_id, command_line
| FILTER events where command_line equals the exact string ""sudoedit -s *"" (treat the asterisk as a literal character)
| OUTPUT timestamp, host, user, process_name, process_id, parent_process_name, parent_process_id, command_line"
Revil Registry Entry,"SEARCH registry modification telemetry from endpoint sources (e.g., EDR registry events and Windows Sysmon RegistryEvent with Event IDs 12 and 13) |
FILTER events where registry_path contains ""SOFTWARE\WOW643"
Windows Defacement Modify Transcodedwallpaper File,"SEARCH process activity data
| FILTER records where process_path does not match ""*\Windows\Explorer.EXE""
| GROUP BY time_bucket(1 hour), action, dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product AGGREGATES process_event_count = COUNT()
| RENAME process_guid AS proc_guid
| JOIN ON proc_guid, time_bucket(
    SEARCH filesystem activity data
    | FILTER records where file_path matches ""*\AppData\Roaming\Microsoft\Windows\Themes\TranscodedWallpaper""
    | GROUP BY time_bucket(1 hour), dest, file_create_time, file_name, file_path, process_guid AGGREGATES file"
UAC Bypass With Colorui COM Object,"SEARCH module/DLL load events (e.g., Sysmon EventID 7) |
FILTER where loaded_module_path ends with ""\colorui.dll"" |
FILTER where process_name is not ""colorcpl.exe"" |
FILTER where process_image_path does not contain ""\windows\"" and does not contain ""\program files"" |
APPLY replace null or missing values in fields [Image, ImageLoaded, dest, loaded_file, loaded_file_path, original_file_name, process_exec, process_guid, process_hash, process_id, process_name, process_path, service_dll_signature_exists, service_dll_signature_verified, signature, signature_id, user_id, vendor_product] with a consistent placeholder (e.g., ""unknown"") |
GROUP records by [Image, ImageLoaded, dest, loaded_file, loaded_file_path, original_file_name, process_exec, process_guid, process_hash, process_id, process_name, process_path, service_dll_signature_exists, service_dll_signature_verified, signature, signature_id, user_id, vendor_product] |
COMPUTE event_count, firstTime = minimum(event_time), lastTime = maximum(event_time) per group |
DERIVE firstTime_readable and lastTime_readable as human-readable representations of firstTime and lastTime |
APPLY environment-specific allowlist/exception filters to remove known benign sources (if defined) |
OUTPUT [Image, ImageLoaded, dest, loaded_file, loaded_file_path, original_file_name, process_exec, process_guid, process_hash, process_id, process_name, process_path, service_dll_signature_exists, service_dll_signature_verified, signature, signature_id, user_id, vendor_product, event_count, firstTime, lastTime, firstTime_readable, lastTime_readable]"
Powershell Execute COM Object,"SEARCH events from PowerShell Script Block Logging data | FILTER events where EventCode equals 4104 | FILTER events where ScriptBlockText contains the substring ""CreateInstance([type]::GetTypeFromCLSID"" (case-insensitive) | FILL missing values in fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with ""unknown"" | GROUP records BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText | COMPUTE count = number of records in group, firstTime = earliest event timestamp in group, lastTime = latest event timestamp in group | DERIVE firstTime_readable and lastTime_readable by converting firstTime and lastTime to human-readable format | OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Credential Dumping via Symlink to Shadow Copy,"SEARCH endpoint process creation/execution events (e.g., Sysmon EID 1, Windows Security 4688, EDR process telemetry) |
PARSE fields: timestamp, host, user, user_id, action, vendor_product, process_name, process_path, process_id, process_guid, process_hash, integrity_level, command_line, original_file_name, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_command_line |
FILTER where command_line contains ""mklink"" (case-insensitive) |
FILTER where command_line contains ""HarddiskVolumeShadowCopy"" (case-insensitive) |
GROUP BY host, user, user_id"
Linux AWK Privilege Escalation,"SEARCH process creation telemetry from Linux endpoints (e.g., EDR or Sysmon for Linux process start events) |
FILTER events where process_command_line contains ""sudo"" AND contains ""awk"" AND matches the pattern ""BEGIN*system"" (the substring ""BEGIN"" appears before ""system"" with any characters between) |
GROUP events by action, host, original_file_name, parent_process_command_line, parent_process_executable, parent_process_guid, parent_process_id, parent_process_name,"
Windows Change Default File Association For No File Ext,
Malicious PowerShell Process - Encoded Command,
Get DomainUser with PowerShell Script Block,SEARCH events
Windows Possible Credential Dumping,"SEARCH Windows process access audit logs (e.g., Sysmon ProcessAccess events) where EventCode equals 10
| FILTER TargetImage contains ""\lsass.exe""
| FILTER GrantedAccess value is one of [""0x01000"",""0x1010"",""0x1038"",""0x40"",""0x1400"",""0x1fffff"",""0x1410"",""0x143a"",""0x1438"",""0x1000""]
| FILTER CallTrace contains any of [""dbgcore.dll"",""dbghelp.dll"",""ntdll.dll"",""kernelbase.dll"",""kernel32.dll""]
| FILTER SourceUser not in [""NT AUTHORITY\\SYSTEM"",""NT AUTHORITY\\NETWORK SERVICE""]
| GROUP BY CallTrace, EventID, GrantedAccess, Guid, Opcode, ProcessID, SecurityID, SourceImage, SourceProcessGUID, SourceProcessId, TargetImage, TargetProcessGUID, TargetProcessId, UserID, dest, granted_access, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process_exec, process_guid, process_id, process_name, process_path, signature, signature_id, user_id, vendor_product
| COMPUTE count = number of events per group, firstTime = earliest timestamp per group, lastTime = latest timestamp per group
| FORMAT firstTime and lastTime into human-readable timestamps
| OUTPUT count, firstTime, lastTime, and all group-by fields for each group"
Linux Auditd Change File Owner To Root,"SEARCH Linux Auditd process execution events that include a process command-line field and a timestamp
| FILTER events where the process_command_line contains the token ""chown"" followed later in the same command line by the token ""root"" (case-insensitive)
| GROUP events by host_identifier and process_command_line
| COMPUTE for each group: total_event_count, earliest event_time as firstTime, latest event_time as lastTime
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY environment-specific exclusions to suppress known benign chown-to-root activity (for example, approved maintenance scripts or designated administrative hosts)
| OUTPUT host_identifier, process_command_line, total_event_count, firstTime, lastTime"
DLLHost with no Command Line Arguments with Network,
GetAdGroup with PowerShell Script Block,"SEARCH PowerShell Script Block Logging events (data source: Windows PowerShell Script Block Logging) |
FILTER records where EventCode equals 4104 |
FILTER records where ScriptBlockText contains the substring ""Get-ADGroup"" (case-insensitive) |
FILL missing values for fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with empty string |
GROUP records by [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] |
COMPUTE count = number of records per group, firstTime = earliest event timestamp, lastTime = latest event timestamp |
DERIVE firstTime_readable and lastTime_readable by converting firstTime and lastTime to human-readable datetime format |
APPLY environment-specific suppression filters for known benign script blocks, accounts, hosts, paths, or ScriptBlockIds |
OUTPUT fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, count, firstTime, lastTime, firstTime_readable, lastTime_readable]"
