name,response
Windows Modify Registry DisableRemoteDesktopAntiAlias,"SEARCH endpoint telemetry that records Windows registry modifications (e.g., value set/create events) |
PARSE fields: event_time, host, action, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product |
FILTER registry_path contains ""\Terminal Services\DisableRemoteDesktopAntiAlias"" (case-insensitive) |
FILTER registry_value_data equals 0x00000001 (treat hex or decimal representations as equivalent) |
GROUP BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product |
COMPUTE event_count = COUNT(), firstTime = MIN(event_time), lastTime = MAX(event_time) |
DERIVE firstTimeReadable = TO_READABLE_TIME"
Windows Process Injection into Commonly Abused Processes,
Allow Inbound Traffic In Firewall Rule,"SEARCH records from PowerShell Script Block Logging data source | PARSE each record to extract fields: timestamp, EventID, ScriptBlockText, dest, signature, signature_id, user_id, vendor_product, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId | FILTER EventID equals 4104 | FILTER ScriptBlockText contains the keyword ""firewall"" (case-insensitive) | FILTER ScriptBlockText contains the keyword ""Inbound"" (case-insensitive) | FILTER ScriptBlockText contains the keyword ""Allow"" (case-insensitive) | FILTER ScriptBlockText contains the switch ""-LocalPort"" (case-insensitive) | APPLY missing value handling to ensure dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText are present (replace null/empty with a placeholder) | GROUP records BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText | COMPUTE count of records per group, earliest timestamp as firstTime, latest timestamp as lastTime | FORMAT firstTime and lastTime into human-readable strings as firstTimeReadable and lastTimeReadable | APPLY exclusion filters to remove known benign patterns or approved scripts/paths/ports based on an allowlist (optional, organization-defined) | OUTPUT dest, user_id, ProcessID, Name, Path, ScriptBlockId, ScriptBlockText, signature, signature_id, vendor_product, EventID, Guid, Opcode, count, firstTime, lastTime, firstTimeReadable, lastTimeReadable"
Windows Modify Registry MaxConnectionPerServer,"SEARCH endpoint registry modification events

| PARSE fields: timestamp, action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_data, registry_value_type, status, user, vendor_product

| FILTER registry_path matches ""*\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\MaxConnectionsPerServer*"" OR ""*\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\MaxConnectionsPer1_0Server*""

| FILTER registry_value_data equals ""0x0000000a""

| GROUP BY action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_data, registry_value_type, status, user, vendor_product

| COMPUTE count = number of events in group, firstTime = earliest timestamp in group, lastTime = latest timestamp in group

| FORMAT firstTime and lastTime as human-readable timestamps

| APPLY optional environment-specific allowlist or suppression rules to remove known benign modifications

| OUTPUT action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_data, registry_value_type, status, user, vendor_product, count, firstTime, lastTime"
Windows Event For Service Disabled,"SEARCH Windows System event logs for service configuration change events with event identifier = 7040 within the desired time range
| FILTER events where the event payload indicates the service start type was set to ""disabled"" (case-insensitive match on the event data text or structured field representing the new start type)
| PARSE each event to extract: Computer (host), EventCode (event identifier), Name, UserID, service, ServiceName, and event timestamp
| GROUP records BY Computer, EventCode, Name, UserID, service, ServiceName
| COMPUTE count = number of events per group, firstTime = earliest timestamp in group, lastTime = latest timestamp in group
| FORMAT firstTime and lastTime into human-readable timestamps
| APPLY optional suppression filters to exclude known benign hosts/services/users if an allowlist/denylist is defined
| OUTPUT Computer, EventCode, Name, UserID, service, ServiceName, count, firstTime, lastTime"
Wermgr Process Create Executable File,"SEARCH telemetry from Sysmon FileCreate events (EventID = 11)
| FILTER records where process_name equals ""wermgr.exe""
| FILTER records where TargetFilename ends with "".exe"" (case-insensitive)
| PARSE fields from each record: event_time, action, dest, TargetFilename, process_guid, process_id, user_id, vendor_product, process_name
| DERIVE file_path = directory component of TargetFilename; file_name = base name component of TargetFilename
| GROUP records by action, dest, file_name, file_path, process_guid, process_id, user_id, vendor_product
| COMPUTE firstTime = minimum event_time within group, lastTime = maximum event_time within group, count = number of records in group
| DERIVE firstTime_readable = human-readable timestamp from firstTime, lastTime_readable = human-readable timestamp from lastTime
| APPLY optional environment-specific exclusion filter to remove known legitimate wermgr.exe file-creation paths or test activity
| OUTPUT action, dest, file_name, file_path, process_guid, process_id, user_id, vendor_product, count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Services LOLBAS Execution Process Spawn,
Windows Curl Upload to Remote Destination,
Windows Steal Authentication Certificates CS Backup,"SEARCH Windows Security Event Log records
| FILTER events where event_id equals 4876 (Active Directory Certificate Services backup)
| GROUP records by dest, name, action, Caller_Domain, Caller_User_Name
| COMPUTE for each group: event_count = count(records), first_time = earliest event timestamp, last_time = latest event timestamp
| FORMAT first_time and last_time as human-readable datetimes
| FILTER out groups matching known authorized AD CS backup activity (e.g., approved service accounts, approved hosts, or maintenance windows)
| OUTPUT dest, name, action, Caller_Domain, Caller_User_Name, event_count,"
Windows New Custom Security Descriptor Set On EventLog Channel,"SEARCH registry activity events from endpoint telemetry (e.g., Windows registry value set/modified events such as Sysmon Event ID 13)
| FILTER operating_system equals ""Windows""
| FILTER registry_path contains ""\Services\Eventlog\"" AND registry_value_name equals ""CustomSD""
| AGGREGATE count as event_count, minimum event_time as firstTime, maximum event_time as lastTime BY action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, vendor_product
| FILTER registry_value_data IS NOT NULL
| DERIVE firstTime_readable from firstTime as human-readable timestamp, lastTime_readable from lastTime as human-readable timestamp
| APPLY allowlist to exclude known benign processes, users, paths, or products if available
| OUTPUT event_count, firstTime, lastTime, firstTime_readable, lastTime_readable, action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, vendor_product"
Disabled Kerberos Pre-Authentication Discovery With Get-ADUser,"SEARCH PowerShell Script Block Logging records (event_id = 4104) within the chosen time range
| FILTER records where script_block_text CONTAINS ""Get-ADUser"" (case-insensitive)
| FILTER records where script_block_text CONTAINS ""4194304""
| APPLY NULL-HANDLING by replacing nulls with empty strings for fields: destination, signature, signature_id, user_id, product, event_id, guid, opcode, event_name, script_path, process_id, script_block_id, script_block_text
| GROUP records BY destination, signature, signature_id, user_id, product, event_id, guid, opcode, event_name, script_path, process_id, script_block_id, script_block_text
| COMPUTE count = number of records per group, first_time = earliest event_time per group, last_time = latest event_time per group
| FORMAT first_time and last_time as human-readable timestamps
| APPLY optional allowlist/exclusions to remove known benign groups
| OUTPUT destination, signature, signature_id, user_id, product, event_id, guid, opcode, event_name, script_path, process_id, script_block_id, script_block_text, count, first_time, last_time"
Windows ISO LNK File Creation,"SEARCH endpoint file monitoring events (e.g., Windows Sysmon Event ID 11) within the desired time range |
FILTER events where event indicates a file creation action |
FILTER file_path contains ""\Microsoft\Windows\Recent\"" |
FILTER file_name ends with any of ["".iso.lnk"", "".img.lnk"", "".vhd.lnk"", "".vhdx.lnk""] |
SELECT event_time, action, host, user, file_path, file_name, file_size, file_hash, file_acl, file_create_time, file_modify_time, file_access_time, process_id, process_guid, vendor_product |
GROUP BY action, host, user, file_path, file_name, file_size, file_hash, file_acl, file_create_time, file_modify_time, file_access_time, process_id, process_guid, vendor_product |
COMPUTE count = number of events, firstTime = minimum(event_time), lastTime = maximum(event_time) |
FORMAT firstTime and lastTime as human-readable timestamps |
APPLY environment-specific allowlists or suppression rules if defined |
OUTPUT count, firstTime, lastTime, and all group-by fields"
GetDomainGroup with PowerShell,"SEARCH endpoint process-creation events from Sysmon EventID 1, Windows Security 4688, and EDR process telemetry (e.g., CrowdStrike ProcessRollup2) within the analysis time window
| FILTER events where process_name equals ""powershell.exe""
| FILTER events where command_line contains the substring ""Get-DomainGroup"" (case-insensitive)
| SELECT fields: timestamp, action, host, vendor_product, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, command_line, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id
| GROUP BY action, host, vendor_product, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, command_line, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id
| COMPUTE count = number of events per group, firstTime = earliest timestamp in group, lastTime = latest timestamp in group
| DERIVE firstTime_readable = convert firstTime to human-readable time, lastTime_readable = convert lastTime to human-readable time
| FILTER out groups/events that match environment-specific benign patterns (e.g., approved admin scripts, maintenance accounts, expected management hosts), if such a suppression list exists
| OUTPUT count, firstTime, lastTime, firstTime_readable, lastTime_readable, action, host, vendor_product, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, command_line, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id"
Detect Renamed RClone,"SEARCH endpoint process creation telemetry (e.g., EDR/Sysmon/Windows Security) within the selected time range
| FILTER events where original_file_name equals ""rclone.exe""
| FILTER events where process_name does not equal ""rclone.exe""
| SELECT fields: action, dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product, event_time
| GROUP records by: action, dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product
| COMPUTE metrics: event_count = count(*), first_seen = min(event_time), last_seen = max(event_time)
| FORMAT first_seen and last_seen as human-readable timestamps
| APPLY environment-specific allowlists or exclusions for known benign renamed utilities
| OUTPUT the grouped fields plus event_count, first_seen, last_seen"
Windows ConHost with Headless Argument,
Windows System Discovery Using Qwinsta,"SEARCH process execution events from Windows endpoints (sources may include Sysmon Event ID 1, Windows Security Event ID"
PowerShell WebRequest Using Memory Stream,SEARCH PowerShell Script Block Logging events where EventID equals 410
Windows Disable Shutdown Button Through Registry,
Windows Impair Defense Add Xml Applocker Rules,
Sdelete Application Execution,"SEARCH process execution telemetry from:
- Windows Sysmon Event ID 1
- Windows Security Audit Event ID 4688
- EDR process events (e.g., CrowdStrike ProcessRollup2)
within the requested time range

| FILTER events where the action indicates a process start/creation

| FILTER records where any of the following are true (case-insensitive):
- process_name equals ""sdelete.exe"" or ""sdelete64.exe""
- original_file_name equals ""sdelete.exe"" or ""sdelete64.exe""
- process_path ends with ""\sdelete.exe"" or ""\sdelete64.exe"" (or corresponding Unix-style separators)
- command_line contains ""sdelete.exe"" or ""sdelete64.exe""

| PARSE and RETAIN fields relevant to process execution and attribution, including:
- host
- user, user_id
- action
- vendor_product
- process_name
- process_path (image path)
- command_line (full process invocation)
- process_id
- process_guid
- process_hash
- process_integrity_level
- original_file_name
- parent_process_name
- parent_process_path
- parent_process (full parent command line if available)
- parent_process_id
- parent_process_guid
- parent_process_exec (parent command interpreter, if provided)
- process_exec (command interpreter, if provided)
- timestamp

| GROUP records by the following attributes to form distinct execution instances:
- action
- host
- original_file_name
- parent_process
- parent_process_exec
- parent_process_guid
- parent_process_id
- parent_process_name
- parent_process_path
- process (full command line if available)
- process_exec
- process_guid
- process_hash
- process_id
- process_integrity_level
- process_name
- process_path
- user
- user_id
-"
Linux Auditd Possible Append Cronjob Entry On Existing Cronjob File,
Windows Impair Defense Disable Realtime Signature Delivery,"SEARCH registry modification events from endpoint telemetry (e.g., Sysmon Event ID 13)
| PARSE fields: event_time, action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, user, status, vendor_product
| FILTER registry_path contains ""\Windows Defender\Signature Updates\RealtimeSignatureDelivery""
| FILTER registry_value_data equals ""0x00000000""
| GROUP BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| COMPUTE count = number of events per group, firstTime = earliest event_time in group,"
Windows MSC EvilTwin Directory Path Manipulation,
Linux Auditd Data Transfer Size Limits Via Split,"SEARCH Linux Auditd Execve telemetry events | FILTER events where execve_command contains the substring ""split"" AND also contains the substring ""-b "" (indicating a byte-size split option) | DERIVE dest = host, process_name = comm, process = exe | GROUP events BY dest, execve_command, argc | COMPUTE count = number of events in each group, firstTime = earliest event timestamp in group, lastTime = latest event timestamp in group | FORMAT firstTime and lastTime into human-readable time strings | APPLY environment-specific allowlists or suppression rules to reduce known-good or noisy cases | OUTPUT dest, execve_command, argc, count, firstTime, lastTime, formatted_firstTime, formatted_lastTime"
Detect Outlook exe writing a zip file,"SEARCH process execution events
| FILTER process_name equals ""outlook.exe""
| GROUP BY 5-minute time window, process_id, parent_process_id, dest, process_name, parent_process_name, user
| COMPUTE firstTime = earliest event_time in group, lastTime = latest event_time in group
| RENAME process_id -> malicious_id, parent_process_id -> outlook_id
| JOIN INNER ON malicious_id WITH [
  SEARCH file system create/write events
  | FILTER file_path contains "".zip"" OR file_name ends with "".lnk""
  | FILTER file_path starts with ""C:\Users"" OR file_path contains ""Local\Temp""
  | GROUP BY 5-minute time window, process_id, file_hash, dest
  | COMPUTE file_path = distinct list of file paths in group, file_name = distinct list of file names in group, count = number of events in group
  | RENAME process_id -> malicious_id
  | PROJECT malicious_id, dest, file_path, file_name, file_hash, count
]
| FILTER file_name is not empty
| PROJECT firstTime, lastTime, user, malicious_id, outlook_id, process_name, parent_process_name, file_name, file_path
| OUTPUT results"
Windows Process Injection In Non-Service SearchIndexer,
Windows Impair Defense Disable Win Defender Network Protection,"SEARCH registry value set events from endpoint telemetry (e.g., Sysmon Event ID 13) within the desired time range
| PARSE each event to extract: timestamp, host, user, process_guid, process_id, action, status, vendor_product, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data
| FILTER events where registry_path contains ""Windows Defender\Windows Defender Exploit Guard\Network Protection\EnableNetworkProtection""
| FILTER events where registry_value_data equals ""0x00000000""
| GROUP events BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, vendor_product
| COMPUTE count = number of events per group, firstTime = earliest timestamp per group, lastTime = latest timestamp per group
| DERIVE firstTime_readable and lastTime_readable as human-readable timestamps from firstTime and lastTime
| APPLY environment-specific allowlist or suppression rules if available
| OUTPUT action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, vendor_product, count, firstTime_readable, lastTime_readable"
Dump LSASS via comsvcs DLL,
GetDomainComputer with PowerShell,
Linux File Creation In Profile Directory,"SEARCH filesystem activity logs from Linux endpoints that include event timestamp, host, file path, file name, file times, file hash, file size, file ACL, process identifiers, user, and product metadata |
FILTER events where file_path contains ""/etc/profile.d/"" |
PARSE fields: timestamp, host, action, file_path, file_name, file_access_time, file_create_time, file_modify_time, file_hash, file_size, file_acl, process_guid, process_id, user, vendor_product |
GROUP events BY action, host, file_access_time, file_create_time, file_modify_time, file_hash, file_name, file_path, file_acl, file_size, process_guid, process_id, user, vendor_product |
COMPUTE event_count = number of events in each group; firstTime = minimum timestamp in group; lastTime = maximum timestamp in group |
FORMAT firstTime and lastTime as human-readable timestamps |
APPLY FILTER to exclude known benign paths, hosts, users, or processes (allowlist) if available |
OUTPUT action, host, file_access_time, file_create_time, file_modify_time, file_hash, file_name, file_path, file_acl, file_size, process_guid, process_id, user, vendor_product, event_count, firstTime, lastTime"
Linux Install Kernel Module Using Modprobe Utility,"SEARCH endpoint process execution events within the desired time range
| PARSE fields: event_time, action, host, process.name, process.command_line, process.executable, process.path, process.guid, process.pid, process.hash, process.integrity_level, original_file_name, parent.name, parent.command_line, parent.executable, parent.path"
BITS Job Persistence,"SEARCH process creation/start events from:
- Windows Sysmon (Event ID 1)
- Windows Security (Event ID 4688)
- EDR process telemetry (e.g., CrowdStrike ProcessRollup2)
within the desired time range

| FILTER events to those where the process executable name or original file name equals ""bitsadmin.exe"" (case-insensitive)

| FILTER events where the full command line contains any of the following BITS job control arguments (case-insensitive): ""create"", ""addfile"", ""setnotifyflags"", ""setnotifycmdline"", ""setminretrydelay"", ""setcustomheaders"", ""resume""

| GROUP events by:
- host/device
- user and user_id (if present)
- process: name, path, id, guid, hash, integrity level, command_line
- original_file_name (if present)
- parent process: name, path, id"
Wermgr Process Spawned CMD Or Powershell Process,
WinRAR Spawning Shell Application,
Suspicious Rundll32 dllregisterserver,"SEARCH process execution events from:
- Sysmon Event ID 1
- Windows Security 4688
- EDR/Endpoint process telemetry (e.g., CrowdStrike ProcessRollup2)
|
FILTER events to those representing a process start/create action
|
FILTER where process image name or original file name equals ""rundll32.exe"" (case-insensitive), or executable path ends with ""\rundll32.exe""
|
FILTER where process command line contains the string ""dllregisterserver"" (case-insensitive)
|
GROUP events by:
- device/host
- action
- user and user identifier
- process image name
- process executable path
- process command line
- process identifier (PID)
- process GUID (if available)
- process hash (if available)
- process integrity level (if available)
- parent process image name
- parent process executable path
- parent process command line (if available)
- parent process identifier (PID)
- parent process GUID (if available)
- vendor/product source
|
COMPUTE for each group:
- event_count = number of events
- first_seen_time = minimum event timestamp
- last_seen_time = maximum event timestamp
|
DERIVE first_seen_time_readable and last_seen_time_readable from first_seen_time and last_seen_time (human-readable format)
|
APPLY optional allowlist/suppression to remove known benign rundll32 registrations (e.g., approved installers or signed administrative tooling)
|
OUTPUT the grouped fields plus event_count, first_seen_time, last_seen_time, first_seen_time_readable, last_seen_time_readable"
Windows Default Group Policy Object Modified with GPME,
Remcos RAT File Creation in Remcos Folder,
Windows Data Destruction Recursive Exec Files Deletion,"SEARCH events from Sysmon data source | FILTER events where event_identifier is 23 OR 26 | FILTER events where target_file_name ends with .exe OR .sys OR .dll | DERIVE time_bucket as event_time rounded down to 2-minute intervals | GROUP events BY time_bucket, action, dest, dvc, signature, signature_id, user, user_id, vendor_product | COMPUTE event_count, earliest event_time as firstTime, latest event_time as lastTime, distinct file_path set, distinct file_hash set, distinct file_name set, distinct file_modify_time set, distinct process_name set, distinct process_path set, distinct process_guid set, distinct process_id set, distinct process_exec set | FILTER groups where event_count >= 100 | FORMAT firstTime and lastTime as human-readable timestamps | FILTER out groups matching environment-specific allowlists of known benign deletion activity (if available) | OUTPUT time_bucket, action, dest, dvc, signature, signature_id, user, user_id, vendor_product, event_count, firstTime, lastTime, file_path, file_hash, file_name, file_modify_time, process_name, process_path, process_guid, process_id, process_exec"
Windows Debugger Tool Execution,"SEARCH endpoint process execution events within the desired time range
| FILTER records where process_name equals any of [""x32dbg.exe"", ""x64dbg.exe"", ""windbg.exe""]
| GROUP records by action, dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product
| COMPUTE first_seen_time = minimum(event_time) and last_seen_time = maximum(event_time) per group
| FORMAT first_seen_time and last_seen_time as human-readable timestamps
| APPLY optional allowlist exclusions to remove groups associated with known legitimate debugger usage (e.g., by host, user, process_path, parent_process_name, or signed vendor)
| OUTPUT grouped fields along with first_seen_time and last_seen_time"
Hide User Account From Sign-In Screen,"SEARCH registry value modification events from Windows endpoints (e.g., Sysmon Event ID 13) |
FILTER events where registry_path contains ""\Windows NT\CurrentVersion\Winlogon\SpecialAccounts\Userlist"" (case-insensitive) |
FILTER events where registry_value_data indicates DWORD 0 (e.g., equals 0 or equals ""0x00000000"") |
GROUP BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product |
COMPUTE count_events per group, first_seen_time = minimum event_time, last_seen_time = maximum event_time |
FILTER out records where registry_value_data is null |
FORMAT first_seen_time and last_seen_time as human-readable timestamps |
APPLY optional allowlist to exclude known benign registry modifications (environment-specific) |
OUTPUT action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product, count_events, first_seen_time, last_seen_time"
Windows File and Directory Enable ReadOnly Permissions,
Windows Multiple Invalid Users Failed To Authenticate Using NTLM,"SEARCH Windows Security authentication validation events from Domain Controllers within a defined time window
| FILTER events where event_code equals 4776
| FILTER events where authentication_protocol equals ""NTLM""
| FILTER events where error_code equals ""0xC0000064"" (non-existent username)
| OPTIONAL FILTER events where workstation_name equals the provided workstation parameter
| PARSE each event to extract: timestamp, workstation_name (source endpoint), attempted_username, domain_controller, error_code, authentication_protocol
| GROUP events by workstation_name over the chosen time window and COMPUTE:
    - unique_invalid_user_count = count of distinct attempted_username
    - total_failure_events = count of events
    - time_start = earliest timestamp
    - time_end = latest timestamp
    - attempted_usernames = list of distinct attempted_username
    - domain_controllers = list of distinct domain_controller
| FILTER groups where unique_invalid_user_count is greater than or equal to 30
| SORT results by unique_invalid_user_count in descending order
| FORMAT output to include: workstation_name, unique_invalid_user_count, total_failure_events, attempted_usernames, domain_controllers, authentication_protocol, error_code, time_start, time_end
| OUTPUT one record per workstation_name that meets the threshold"
Headless Browser Usage,"SEARCH endpoint process creation telemetry (e.g., Sysmon Event ID 1, Windows Security 4688, EDR process events like CrowdStrike) within the desired time range | FILTER records where process_command_line contains ""--headless"" | FILTER records where process_command_line contains ""--disable-gpu"" | GROUP by action, host, original_file_name, parent_process_command_line, parent_process_executable, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process_command_line, process_executable, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, product | COMPUTE event_count = count(events), first_seen_time = min(event_time), last_seen_time = max(event_time) | FORMAT first_seen_time and last_seen_time as human-readable timestamps | APPLY optional environment-specific exclusions for known legitimate headless automation (e.g., CI/CD or testing frameworks) | OUTPUT the grouped fields with event_count, first_seen_time, and last_seen_time"
Windows Common Abused Cmd Shell Risk Behavior,"SEARCH risk events dataset containing fields: timestamp, calculated_risk_score, annotations.mitre_attack.mitre_tactic, annotations.mitre_attack.mitre_tactic_id, annotations.mitre_attack.mitre_technique_id, tag, source, risk_object, risk_object_type
| FILTER records where source matches any of:
  - ""*Windows Cmdline Tool Execution From Non-Shell Process*""
  - ""*Windows System Network Config Discovery Display DNS*""
  - ""*Local Account Discovery With Wmic*""
  - ""*Windows Group Discovery Via Net*""
  - ""*Windows Create Local Administrator Account Via Net*""
  - ""*Windows User Discovery Via Net*""
  - ""*Icacls Deny Command*""
  - ""*ICACLS Grant Command*""
  - ""*Windows Proxy Via Netsh*""
  - ""*Processes launching netsh*""
  - ""*Disabling Firewall with Netsh*""
  - ""*Windows System Network Connections Discovery Netsh*""
  - ""*Network Connection Discovery With Arp*""
  - ""*Windows System Discovery Using ldap Nslookup*""
  - ""*Windows System Shutdown CommandLine*""
| GROUP records by risk_object, risk_object_type, annotations.mitre_attack.mitre_tactic
| AGGREGATE for each group:
  - first_time = minimum(timestamp)
  - last_time = maximum(timestamp)
 "
Unknown Process Using The Kerberos Protocol,
Delete ShadowCopy With PowerShell,"SEARCH PowerShell Script Block Logging events with event_code = 4104
| FILTER events where ScriptBlockText contains ""ShadowCopy"" AND (ScriptBlockText contains ""Delete"" OR ScriptBlockText contains ""Remove"")
| FILL_MISSING values in fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with ""unknown""
| GROUP events BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| COMPUTE count = number of events per group, firstTime = earliest event timestamp in group, lastTime = latest event timestamp in group
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY suppression filter to exclude known benign patterns (e.g., approved backup/maintenance tools, trusted users, known script paths or signatures)
| OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, count, firstTime, lastTime"
Mailsniper Invoke functions,
Shim Database File Creation,
